name,id,dlc,featureflag,factions,category,class,propulsion,wiki,portrait,icon,minimap,tier,requires,formation,emblem,squad type,rank,members,steering type,music intensity,models,volume,tilesize,height,scale,level,tileBlockingLevel,sound,gender,weapon,power shot,abilities,lifetime,hitpoints,armor,armor type,supply,support,funds,materiel,cap,xp mod,build time,speed,rotation,turret,flight,LOS,cone,capture,cargo,garrison,switch,alternateUnitTypes,decoration,hit,death,death.blood,death.deathEffect,attributes,code,traits,transform restrictions,combat stance,target priority,climbing,hopperThings,// Animations,death variations,attack variations,dropship anim,bug mound,heal,carryableConfig,landingPad,transportConfig,spawnConfig,attachment,pupaeDefense,squadDefender,notification,carrying,radiuscapturing,invasionMarker,invasion,construction effect,step effect,constructor,constructable
Hive_Concrete,137,base,,arachnid; gaia,ground,hive,fundament,,,126,hive,,,/,type: hatchery,direct,/,1,,,Hive_Concrete,14,4 1,,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,40,,40,4,attribute: canCaptureHive,,,,Dust,,,,,1,baseHeight; noUnitCard; hive; garrisonCapture; noCollider; noAutoTarget; alwaysVisible,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Hive_Concrete_Collapsed,138,base,,gaia,ground,hive,fundament,,,126,hive,,,/,type: simple,direct,/,1,,,Hive_Concrete_Collapsed,14,4 1,,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,8,,/,/,,,,,Dust,,,,,,baseHeight; noUnitCard; noCollider; forceRogue; noAutoTarget; alwaysVisible,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Tunnel,56,base,,arachnid; gaia,ground,hive,fundament,,,126,hive,,,/,type: hatchery,direct,/,1,,,Bug_Hive_Sloped; lava:Bug_Hive_Sloped_Lava; metro:City_Hive_Tunnel; jungle:Bug_Hive_Sloped_Jungle,12,3,0.5,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,40,,40,7,attribute: canCaptureHive,,,Bug_Cave_Sloped,Dust,,,,,1,baseHeight; noUnitCard; hive; garrisonCapture; noCollider; noAutoTarget; alwaysVisible; tileBlocking,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Tunnel_Collapsed,57,base,,gaia,ground,hive,fundament,,,126,hive,,,/,type: simple,direct,/,1,,,Bug_Hive_Sloped_Collapsed; lava:Bug_Hive_Sloped_Collapsed,12,3,4,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,8,,/,/,,,,Bug_Cave_Sloped,Dust,,,,,,baseHeight; noUnitCard; noCollider; forceRogue; noAutoTarget; alwaysVisible,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug_Tunnel,62,base,,arachnid; gaia,ground,cavern,fundament,,,125,none,,,/,type: hatchery,direct,/,1,,,Bug_Tunnel; lava:Bug_Tunnel_Lava; metro:Bug_Tunnel_Concrete; jungle:Bug_Tunnel_Jungle,8,2,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,30,,/,8,,,,Bug_Tunnel,Dust,,,,,,baseHeight; noUnitCard; tileBlocking; noAutoTarget; alwaysVisible; bugTunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Tunnel_Collapsed,87,base,,arachnid; gaia,ground,cavern,fundament,,,125,none,,,/,type: simple,direct,/,1,,,Bug_Tunnel_Collapsed; lava:Bug_Tunnel_Collapsed_Lava; metro:Bug_Tunnel_Collapsed_Concrete; jungle:Bug_Tunnel_Collapsed_Jungle,8,2,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,8,,/,/,,,,Bug_Tunnel,Dust,,,,,,baseHeight; noUnitCard; tileBlocking; noAutoTarget; alwaysVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Shaft,2038,base,,arachnid; gaia,ground,cavern,fundament,,,125,none,,,/,type: hatchery,direct,/,1,,,Bug_Shaft,8,2,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,30,,/,8,,,,Bug_Shaft,Dust,,,,,,baseHeight; noUnitCard; tileBlocking; noAutoTarget; alwaysVisible; bugTunnel,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Shaft_Collapsed,2039,base,,arachnid; gaia,ground,cavern,fundament,,,125,none,,,/,type: simple,direct,/,1,,,Bug_Shaft_Closed,8,2,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,8,,/,/,,,,Bug_Shaft,Dust,,,,,,baseHeight; noUnitCard; tileBlocking; noAutoTarget; alwaysVisible,facing: tile,,,,,,,,,,,,,,,hideVisualInBattle,,,,,,,,,,,blockConstruction: true
Bug_Tunnel_Metro,2037,base,,arachnid; gaia,ground,cavern,fundament,,,125,none,,,/,type: hatchery,direct,/,1,,,Bug_Tunnel_Metro,8,2,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,30,,/,8,,,,Bug_Metro,Dust,,,,,,baseHeight; noUnitCard; tileBlocking; noAutoTarget; alwaysVisible; bugTunnel,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Tunnel_Metro_Collapsed,2051,base,,arachnid; gaia,ground,cavern,fundament,,,125,none,,,/,type: simple,direct,/,1,,,Bug_Tunnel_Metro_Collapsed,8,2,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,8,,/,/,,,,Bug_Metro,Dust,,,,,,baseHeight; noUnitCard; tileBlocking; noAutoTarget; alwaysVisible,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Sewer,3300,metro,,arachnid; gaia,ground,cavern,fundament,,,125,none,,,/,type: hatchery,direct,/,1,,,Sewer_Pipe,4,/,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,30,,/,8,,,,/,Dust,,,,,,baseHeight; noUnitCard; noAutoTarget; alwaysVisible; bugTunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Sewer_Collapsed,3270,metro,,arachnid; gaia,ground,cavern,fundament,,,125,none,,,/,type: simple,direct,/,1,,,Sewer_Pipe_Collapsed,4,/,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,8,,/,/,,,,/,Dust,,,,,,baseHeight; noUnitCard; tileBlocking; noAutoTarget; alwaysVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bug_Lair,86,base,,arachnid; gaia,ground,cavern,fundament,,,126,,,,/,type: simple; offset: 4,direct,/,1,,,Bug_Lair; lava:Bug_Lair_Lava,8,2,3,,,,,,/,,/,,250,45,granite,,,,,,,,/,/,,,8,,/,8,,,,,Dust,deathSwitch: Bug_Lair_Collapsed,,Brood_Chamber_Collapse,structure,,baseHeight; noUnitCard; tileBlocking; remainVisible; noCollider,,,,,,,,,,respawnTime: 30; spawnBehaviour: PerSoldier,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Lair_Collapsed,153,base,,gaia,ground,cavern,fundament,,,126,none,,,/,type: none; offset: 4,direct,/,1,,,Bug_Lair_Collapsed; lava:Bug_Lair_Collapsed_Lava,8,2,3,,,,,,/,,/,,/,,,,,,,,,,/,/,,,/,,/,/,,,,,Dust,,,,structure,,baseHeight; noUnitCard; noAutoTarget; alwaysVisible; forceGaia; inaccessible; noCollider,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Vent,2096,base,,arachnid; gaia,ground,cavern,fundament,,,126,,,,/,type: simple; offset: 7,direct,/,1,,,Bug_Vent,8,2,1,,,,,,/,,/,,500,45,,,,,,,,,/,/,,,8,,/,8,,,,Bug_Vent,Dust,deathSwitch: Bug_Vent_Collapsed,,Bunker_Explosion,structure,,baseHeight; noUnitCard; tileBlocking; alwaysVisible,facing: tile,,,,,,,,,respawnTime: 30; spawnBehaviour: PerSoldier,,,,,,,,,,,,,,,,,blockConstruction: true
Bug_Vent_Collapsed,2097,base,,gaia,ground,cavern,fundament,,,126,none,,,/,type: none; offset: 7,direct,/,1,,,Bug_Vent_Destroyed,8,2,1,,,,,,/,,/,,/,,,,,,,,,,/,/,,,/,,/,/,,,,Bug_Vent,Dust,,,,structure,,baseHeight; noUnitCard; tileBlocking; alwaysVisible; noAutoTarget; forceGaia; inaccessible,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Brood_Chamber,63,base,,arachnid; gaia,ground,cavern,fundament,,,97,,,,/,type: simple; offset: 7,direct,/,1,,,Brood_Nest; lava:Brood_Nest_Lava,8,2,4,,,,,,/,,/,,400,50,granite,,,,,,,,/,/,,,20,,/,10,Pupae_Bugs,,,,Dust,deathSwitch: Brood_Chamber_Collapsed,,Brood_Chamber_Collapse,structure,,baseHeight; noUnitCard; tileBlocking; alwaysVisible; critterSpawner; noCollider,,,,,,,,,,,,,,,,,spawnDelay: 5; maxDefenderCount: 10; unitType: brood_nest_bugs; activationDelay: 5; waves: 5 4 4 3 3 2 2 2 2 2; waveDelay: 1.5; waveSlowDown: 0.333,,,,,,,,,,blockConstruction: true
Brood_Chamber_Collapsed,93,base,,gaia,ground,cavern,fundament,,,97,none,,,/,type: none; offset: 7,direct,/,1,,,Brood_Nest_Collapsed; lava:Brood_Nest_Collapsed_Lava,8,2,4,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,/,/,,,,,Dust,deathSwitch: Brood_Chamber_Collapsed,,,structure,,baseHeight; noUnitCard; noAutoTarget; alwaysVisible; forceGaia; inaccessible; noCollider,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Burrow,74,base,,arachnid,ground,cavern,fundament,,,/,none,,,/,type: none,direct,/,1,,,Burrow,8,2,0.5,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,/,5,,,,,Sparks,,,,,,inaccessible; noEditor; noUnitCard; noCollider,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Burrow_Test,200,base,,arachnid,ground,cavern,fundament,,,/,none,,,/,type: none,direct,/,1,,,Burrow,8,2,0.5,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,/,5,,,,,Sparks,,,,,,inaccessible; noEditor; noUnitCard; noCollider,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Invasion_Arrow,123,base,,gaia; arachnid,ground,marker,static,,,/,arrow,,,/,type: none,direct,/,1,,,Arrow,2,,0.1,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,,,,,,,inaccessible; alwaysVisible; noCollider; usePlayerColor,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
Invasion_Arrow_Small,158,base,,gaia; arachnid,ground,marker,static,,,/,smallarrow,,,/,type: none,direct,/,1,,,Arrow,2,,0.1,0.3,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,,,,,,,inaccessible; alwaysVisible; noCollider; usePlayerColor,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// GAIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minutemen,58,base,,gaia,ground,infantry,foot,,,51,,,,checker; 0.6; 1.6; 1.8; 2,offset: 5,squad,1,12,,0.3,Militia_0; Militia_1; Militia_2,0.7,,1.76,1; 1.1,,,Generic_Humans,,Rifle 0,,,,35,20,,3,,,,,,,3.9,360,,,70,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison,,,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking; noPlayerInput: (),,,,,,,,,,,,,
Prison_Guards,132,base,,federation,ground,infantry,foot,,,51,,,/,mob; 0.3; 2.0,offset: 5,squad,1,4,,,Basic_Sniper_0,0.7,,1.76,1; 1.1,,,Generic_Humans,,Morita_MkI,,/,,60,20,,3,,,,,,,2,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison,,,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking; noPlayerInput: (),,,,,,,,,,,,,
Civilians,59,base,,gaia,ground,infantry,foot,,portrait_civilian,55,,,,mob; 0.3; 2.0,offset: 5,squad,2,12,,,Civilian_0; Civilian_1; Civilian_2,0.7,,1.76,1; 1.1,,,Generic_Humans,,/,,,,20,20,,3,,,,,,,3.9,360,,,40,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; noFireBlocking,,,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking; noPlayerInput: (),,,,,,,,,,,,,
Civilians_Disband_Only,3312,base,,gaia,ground,infantry,foot,,portrait_civilian,55,,,,mob; 0.3; 2.0,offset: 5,squad,2,5,,,Civilian_0; Civilian_1; Civilian_2,0.7,,1.76,1; 1.1,,,Generic_Humans,,/,,,,20,20,,,,,,,,,3.9,360,,,40,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; noFireBlocking,,,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking; reinforce: false; transport: false,,,,,,,,,,,,,
Miners,151,base,,gaia,ground,infantry,foot,,portrait_civilian,55,,,,mob; 0.3; 2.0,offset: 5,squad,2,12,,,Civilian_0; Civilian_1; Civilian_2,0.7,,1.76,1; 1.1,,,Generic_Humans,,/,,,,20,20,,3,,,,,,,3.9,360,,,40,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; noFireBlocking,,,,,,,,,,,1,enabled,,preferredTransport: DR-8_Skyhook; noPlayerInput: (),,,,,,,,,,,,,
Prisoners,129,base,,gaia,ground,infantry,foot,,portrait_prisoners,52,,,,mob; 0.3; 2.0,offset: 5,squad,2,12,,0.3,Prisoner_0;Prisoner_1;Prisoner_2,1.2,,1.76,1; 1.1,,,Generic_Humans,,Fist,,,,35,20,,3,,,,,,,3.9,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; noFireBlocking,,aggressive,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking; noPlayerInput: (),,,,,,,,,,,,,
Prisoners_New,2144,base,,gaia,ground,infantry,foot,,portrait_prisoners,52,,,,mob; 0.3; 2.0,offset: 5,individual,2,12,,0.3,Prisoner_0;Prisoner_1;Prisoner_2,1.2,,1.76,1; 1.1,,,Generic_Humans,,Fist,,,,35,20,,3,,,,,,,3.9,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; noFireBlocking,,aggressive,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking; noPlayerInput: (),,,,,,,,,,,,,
Prisoners_Melee,156,base,,gaia,ground,infantry,foot,,portrait_prisoners,52,,,,mob; 0.3; 2.0,offset: 5,individual,2,12,,0.3,Prisoner_Melee_0;Prisoner_Melee_1;Prisoner_Melee_2,1.2,,1.76,1; 1.1,,,Generic_Humans,,Rioter_Bat,,,,35,20,,3,,,,,,,3.9,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison; noFireBlocking; suppressionResistant,,aggressive,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking; noPlayerInput: (),,,,,,,,,,,,,
Prisoners_AR,130,base,,gaia,ground,infantry,foot,,portrait_prisoners,52,,,,checker; 0.6; 1.6; 1.8; 2,offset: 5,squad,1,12,,0.4,Prisoner_AR_0;Prisoner_AR_1;Prisoner_AR_2,0.7,,1.76,1; 1.1,,,Generic_Humans,,Morita_MkI 0,,,,35,20,,3,,,,,,,3.9,360,,,50,,,,,,,,Blood,,156; 10; 10,standard: Blood_Death,human,,garrison,,,,,,,,,,,1,enabled,,preferredTransport: DR-4_Viking; noPlayerInput: (),,,,,,,,,,,,,
Explosive_Barrels,72,base,,gaia,ground,device,static,,,47,none,,,mob; 0.3; 1.5,type: none,squad,/,5,,,Explosive_Barrel_0,3,,1,1,,,,,/,,/,,1,20,,,,,,,,,/,/,,,1,,,,,,,,Sparks,deathWeapon: Explosive_Barrel,,,inanimate,,forceRogue; noAutoTarget; noUnitCard; noCollider,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flag,75,base,,gaia,ground,marker,static,,,67,none,,,/,type: none,direct,/,1,,,Flag,2,,3,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,Sparks,,,,,,alwaysVisible; noCollider; usePlayerColor,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Capture_Point,76,base,,federation; gaia; arachnid,ground,device,static,,,67,none,,,/,type: simple,direct,/,1,,,Capture_Point,2,,,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,,,,,,,noCollider; capturable; alwaysVisible; noUnitCard,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Capture_Site,20,base,,federation; gaia,ground,device,static,,,67,none,,,/,type: simple,direct,/,1,,,Capture_Site,8,2,,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,,,,,,,noCollider; capturable; alwaysVisible; noUnitCard; tileBlocking,position: grid; facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Marker_Flare,27,base,,federation; gaia,ground,device,static,,,/,point,,/,/,type: none,direct,/,1,,,Designated_Target,0.05,,0.1,,,,,,/,,/,,/,/,,/,,,,,,,/,/,,,/,,,,,,,,/,,,,,,inaccessible; noUnitCard; noCollider,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marker,107,base,,gaia,ground,marker,static,,,67,none,,,/,type: none,direct,/,1,,,Marker,2,,0.1,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,,,,,,,inaccessible; noCollider; usePlayerColor; alwaysVisible; hiddenInBattle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marker_InstantSpawn,157,base,,gaia,ground,marker,static,,,67,none,,,/,type: none,direct,/,1,,,Marker,2,,0.1,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,,,,,,,inaccessible; noCollider; usePlayerColor; alwaysVisible; hiddenInBattle,,,,,,,,,,,,,,,,,,,,,,spawnBehaviour: alwaysInstantSpawn,,,,,
Invisible_Carrier,78,base,,gaia,ground,marker,static,,,76,none,,,/,type: none,direct,/,1,,,Invisible_Carrier,2,,0.1,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,10,,,,,,,,,,,inaccessible; noCollider; usePlayerColor; alwaysVisible; hiddenInBattle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invisible_Carrier2,2076,base,,gaia,ground,marker,static,,,76,none,,,/,type: none,direct,/,1,,,Invisible_Carrier2,2,,0.1,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,10,,,,,,,,,,,inaccessible; noCollider; usePlayerColor; alwaysVisible; hiddenInBattle,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ammo_Stash,110,base,,federation; gaia,ground,structure,fundament,,,70,,,/,/,,direct,/,1,,,Ammo_Stash,3,1,1.737,,,,,,/,,/,,/,/,,/,,,,,,,/,/,,,/,,,,,,,,Sparks,,,,,,alwaysVisible; noUnitCard; tileBlocking; noAutoTarget; captureUndeploy; noFireBlocking,facing: tile,,,,,,,,,,,enabled,,preferredTransport: Drop_Pod,,,,,,exit: instant,,,,,,,blockConstruction: true
Capturable_Crate,1204,base,,federation; gaia,ground,structure,fundament,,,70,,,/,/,,direct,/,1,,,Capturable_Crate,3,1,1.737,,,,,,/,,/,,/,/,,/,,,,,,,/,/,,,/,,,,,,,,Sparks,,,,,,alwaysVisible; noUnitCard; tileBlocking; noAutoTarget; captureUndeploy; noFireBlocking,facing: tile,,,,,,,,,,,enabled,,preferredTransport: Drop_Pod,,,,,,exit: instant,,,,,,,blockConstruction: true
Supply_Stash,111,base,,federation; gaia,ground,structure,fundament,,,71,supply,,/,/,,direct,/,1,,,Supply_Stash,3,1,1.737,,,,,,/,,/,,/,/,,/,,,,supply: 2,,,/,/,,,/,,,,,,,,Sparks,,,,,,alwaysVisible; noUnitCard; tileBlocking; noAutoTarget; captureUndeploy; noFireBlocking,facing: tile,,,,,,,,,,,enabled,,preferredTransport: Drop_Pod,,,,,,exit: instant,,,,,,,blockConstruction: true
Supply_Stash_3,164,base,,federation; gaia,ground,structure,fundament,,,71,supply,,/,/,,direct,/,1,,,Supply_Stash_3,3,1,1.737,,,,,,/,,/,,/,/,,/,,,,supply: 3,,,/,/,,,/,,,,,,,,Sparks,,,,,,alwaysVisible; noUnitCard; tileBlocking; noAutoTarget; captureUndeploy; noFireBlocking,facing: tile,,,,,,,,,,,enabled,,preferredTransport: Drop_Pod,,,,,,exit: instant,,,,,,,blockConstruction: true
Fire_Small_Unit,26,base,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Fire_Small,8,,0.1,1,,,,,Fire_Small_Pool,,/,15 remove,/,/,,,,,,,,,/,/,,,10,,,,,,,,,,,,,,noUnitCard; inaccessible; noEditor; forceRogue; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Medium_Unit,96,base,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Fire_Medium,12,,0.1,1,,,,,Fire_Medium_Pool,,/,15 remove,/,/,,,,,,,,,/,/,,,15,,,,,,,,,,,,,,noUnitCard; inaccessible; noEditor; forceRogue; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Large_Unit,97,base,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Fire_Large,16,,0.1,1,,,,,Fire_Large_Pool,,/,15 remove,/,/,,,,,,,,,/,/,,,20,,,,,,,,,,,,,,noUnitCard; inaccessible; noEditor; forceRogue; alwaysVisible; noCollider; nightVision,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanker_Acid_Pool,55,base,,gaia,ground,device,static,,,/,none,,,/,type: none,direct,/,1,,,Acid_Pool,8,,0.1,1,,,,,/,,Acid_Pool,5 remove,/,/,,,,,,,,,/,/,,,8,,,,,,,/,,,,,,,noCollider; noUnitCard; inaccessible; noEditor; forceRogue; alwaysVisible,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mining_Drill,126,base,,federation; gaia,ground,structure,fundament,,,69,,,,/,type: simple,direct,/,1,,,Mining_Drill,14,4,0.5,0.8,,,,,/,,/,,10000,20,,,,,,,,,/,/,,,14,,,,,,,Mining_Hole,Sparks,,,Tunnel_Collapse,solid,,baseHeight; noUnitCard; noAutoTarget; alwaysVisible; capturable,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Power_Core,155,base,,federation; gaia,ground,structure,fundament,,,68,,,,/,type: simple,direct,/,1,,,Power_Core,20,5,0.5,,,,,,/,,/,,10000,20,,,,,,,,,/,/,,,14,,,,,,,,Sparks,deathSwitch: Power_Core_Destroyed; deathWeapon: Power_Core_Explosion,,,solid,,baseHeight; noUnitCard; noAutoTarget; alwaysVisible; capturable; tileBlocking,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Power_Core_Repairable,161,base,,federation; gaia,ground,structure,fundament,,,68,,,,/,type: simple,direct,/,1,,,Power_Core,20,5,0.5,,,,,,/,,/,,10000,20,,,,,,,,60,/,/,,,14,,,,,,,,Sparks,deathSwitch: Power_Core_Destroyed,,,solid; repairable,,baseHeight; noUnitCard; noAutoTarget; alwaysVisible; tileBlocking,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Power_Core_Destroyed,128,base,,federation; gaia,ground,structure,fundament,,,68,,,,/,type: simple,direct,/,1,,,Power_Core_Destroyed,20,5,0.5,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,Sparks,,,,solid,,baseHeight; noUnitCard; noAutoTarget; alwaysVisible; forceGaia; tileBlocking,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Power_Turbine,134,base,,federation; gaia,ground,structure,fundament,,,68,none,,,/,type: simple,direct,/,1,,,Power_Turbine,12,3 3,4.6,,5,,,,/,,/,,1500,20,,,,,,,,30,/,/,,,14,,,,,,,,Sparks,deathSwitch: Power_Turbine_Destroyed,,Bunker_Explosion,solid; repairable,,noUnitCard; noCollider; noAutoTarget; tileBlocking; alwaysVisible,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Power_Turbine_Attackable,175,base,,federation; gaia,ground,structure,fundament,,,68,none,,,/,type: simple,direct,/,1,,,Power_Turbine,12,3 3,4.6,,5,,,,/,,/,,2500,25,,,,,,,,30,/,/,,,14,,,,,,,,Sparks,deathSwitch: Power_Turbine_Destroyed,,Bunker_Explosion,gasImmune; repairable,,noUnitCard; noCollider; tileBlocking; alwaysVisible,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Power_Turbine_Damaged,140,base,,federation; gaia,ground,structure,fundament,,,68,none,,,/,type: simple,direct,/,1,,,Power_Turbine_Damaged,12,3 3,4.6,,5,,,,/,,/,,1500,20,,,,,,,,30,/,/,,,14,,,,,,,,Sparks,deathSwitch: Power_Turbine_Destroyed,,,solid; repairable,,noUnitCard; noCollider; noAutoTarget; tileBlocking; alwaysVisible,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Power_Turbine_Destroyed,135,base,,federation; gaia,ground,structure,fundament,,,68,none,,,/,type: simple,direct,/,1,,,Power_Turbine_Destroyed,12,3 3,4.6,,5,,,,/,,/,,/,20,,,,,,,,,/,/,,,/,,,,,,,,Sparks,,,,solid,,noUnitCard; noCollider; noAutoTarget; tileBlocking; alwaysVisible; forceGaia,facing: tile,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Terminal_On,139,base,,federation,ground,device,static,,,73,none,,/,/,type: simple,direct,/,1,,,Terminal_On,3.8,,1.5,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,Terminal_Off,,,Sparks,,,,,,noCollider; alwaysVisible; noUnitCard,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Terminal_Off,145,base,,federation; gaia,ground,device,static,,,73,none,,,/,type: simple,direct,/,1,,,Terminal_Off,3.8,,1.5,,,,,,/,,Terminal_Turn_On,,/,/,,,,,,,,,/,/,,,/,,,,,Terminal_On,,,Sparks,,,,,,noCollider; capturable; alwaysVisible; noUnitCard; forceGaia,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
Terminal_Disabled,141,base,,federation,ground,device,static,,,73,none,,/,/,type: simple,direct,/,1,,,Terminal_Disabled,3.8,,1.5,,,,,,/,,/,,/,/,,,,,,,,,/,/,,,/,,,,,,,,Sparks,,,,,,noCollider; alwaysVisible; noUnitCard,,,,,,,,,,,,,,,,,,,,,,,,,,,blockConstruction: true
