name,id,dlc,featureflag,group,size,level,variations,scale,facing,mask,autofloodfill,traits
Gate_Corridor01,4270,base,,space_station,1,,2,,,,,baseHeight
Gate_Hangar01,4272,base,,space_station,1,1,2,,,,,baseHeight
Support_Huge_Bottom01,4275,base,,space_station; internal,1,,1,,,,,baseHeight
Support_Huge_Middle01,4276,base,,space_station; internal,1,,1,,,,,baseHeight
Support_Huge_Top01,4277,base,,space_station; internal,1,,1,,,,,baseHeight
Seat01,4280,metro,,space_station,1,,1,,,,,freePlacing
Seat02,4281,metro,,space_station,1,,1,,,,,freePlacing
Table01,4285,metro,,space_station,1,,1,,,,,freePlacing
Table02,4286,metro,,space_station,1,,1,,,,,freePlacing
Bed01,4295,base,,space_station,1,,1,,,,,freePlacing
Bunkbed01,4296,base,,space_station,1,,1,,,,,freePlacing
Houseplant01,4310,metro,,space_station,1,,2,,,,,freeFacing; freePlacing
Gangway01,4330,base,,space_station,1,,1,,,,,baseHeight
Skyhook01,4350,base,,space_station; vehicles,2,1,1,,,,,blocking; baseHeight
,,,,,,,,,,,,
// UNUSED ASSETS,,,,,,,,,,,,
Billboard_Large,11,base,,culture,1 2,,,,5,,,blocking; noEditor
Car_Wreck,17,base,,destruction; vehicles,1,,,,,,,noEditor
Road_Straight,62,base,,road,2 4,,,,,,,bendOverTerrain; terrainObject; noEditor
Road_Diagonal,63,base,,road,4,,,,,,,bendOverTerrain; terrainObject; noEditor
Road_Corner_Straight_Diagonal_Wide,64,base,,road,4 6,,2,,,,,bendOverTerrain; terrainObject; noEditor
Highway_Marker,19,base,,road,2,,,,,,,noEditor
Highway_Railing,20,base,,road,1,,,,,,,noEditor
Highway_Router,21,base,,road,2 1,,,,,,,
Palm,61,base,,plants,1,,5,,,,,noEditor; freeFacing; freePlacing; randomRotation
Fern_Small,29,base,,plants,1,,,,,,,noEditor; freeFacing; freePlacing; randomRotation; terrainObject
Fern_Medium,45,base,,plants,1,,,,,,,noEditor; freeFacing; freePlacing; randomRotation; terrainObject
Fern_Large,28,base,,plants,1,,,,,,,noEditor; freeFacing; freePlacing; randomRotation; terrainObject
// Clover,30,base,,plants,1,,2,,,,,noEditor; bendOverTerrain; freeFacing; freePlacing; terrainObject
// Root,31,base,,plants,1,,,,,,,noEditor; freeFacing; freePlacing; terrainObject
Rock_3x3,44,base,,plants,3,2,,,,,,blocking; freeFacing; terrainObject; noEditor
Stone,73,base,,plants,,,14,,,,,freeFacing; freePlacing; randomRotation; terrainObject; noEditor
Mining_Hole,119,base,,/,4,,,,,Mining_Hole 2,,noEditor
Drop_Site,118,base,,industry; base,3,,,,,,,terrainObject; noEditor; adjustChildrenToTerrain
Drop_Point,124,base,,industry; base,3,,,,,,,terrainObject; noEditor
Terminal,1028,base,,internal,1,,,,,,,blocking; freePlacing; noEditor
Rocks_Big_0,1029,base,,plants,4,0,1,2,,,,freeFacing; noEditor
Rocks_Big_1,1030,base,,plants,3,0,1,2,,,,freeFacing; noEditor
Rocks_Big_2,1031,base,,plants,1,0,1,1.2,,,,freeFacing; noEditor
Rocks_Big_3,1032,base,,plants,3,0,1,2,,,,freeFacing; noEditor
Rocks_Big_4,1033,base,,plants,4,0,1,2,,,,freeFacing; noEditor
Rocks_Big_5,1034,base,,plants,1,0,1,1.2,,,,freeFacing; noEditor
Rocks_Big_6,1035,base,,plants,5,0,1,2,,,,freeFacing; noEditor
Road_Cross_B,2013,base,,road,4,,1,,,,,bendOverTerrain; terrainObject; noEditor
Road_Curve_B,2014,base,,road,5 5,,1,,,,,bendOverTerrain; terrainObject; noEditor
Road_Curve_Long_a_B,2015,base,,road,4 6,,1,,,,,bendOverTerrain; terrainObject; noEditor
Road_Curve_Long_b_B,2016,base,,road,4 6,,1,,,,,bendOverTerrain; terrainObject; noEditor
Road_Diagonal_B,2017,base,,road,4,,1,,,,,bendOverTerrain; terrainObject; noEditor
Road_Straight_B,2018,base,,road,4 2,,1,,,,,bendOverTerrain; terrainObject; noEditor
Road_T_Cross_B,2019,base,,road,4 3,,1,,,,,bendOverTerrain; terrainObject; noEditor
Road_Straight_Short_B,2020,base,,road,1 2,,1,,,,,bendOverTerrain; terrainObject; noEditor
Crashed_Viking,93,base,,destruction; vehicles,3,,2,,,,,freeFacing; noEditor
,,,,,,,,,,,,
// LAVA ASSETS,,,,,,,,,,,,
Stairs_Metal,5000,base,,slopes,1,,,,,,,baseHeight
Alarm_Light_Ground,5001,base,,light,,,2,,,,,freePlacing
Alarm_Light_Wall,5002,base,,light,,,2,,,,,freePlacing
Pipes_Steel_Straight,5007,base,,pipes,1,0,,1,,,,baseHeight
Pipes_Steel_Corner,5008,base,,pipes,1,0,2,1,,,,baseHeight
Terminal_Broken,5013,base,,/,1,,,,,,,
Volcanic_Small_Rock,5014,lava,,volcanic,1,,6,,,,,freeFacing; freePlacing; randomRotation; terrainObject
Large_Vent_Pipe,5015,lava,,industry,1,,2,,,,,baseHeight
Spaceship_Curbstones_Big,5016,base,,space_station,4 1,,3,,,,,bendOverTerrain; terrainObject
Spaceship_Curbstones,5017,base,,space_station,2 1,,3,,,,,
Spaceship_Curbstones_Small,5018,base,,space_station,1,,3,,,,,
decal_HephaeStar_Logo,5057,base,,decals,1,,4,,,,,baseHeight; freeFacing; freePlacing
,,,,,,,,,,,,
Lab_Tank,5064,chem,,internal; lab,2,,,,,,,blocking
Lab_Table,5066,chem,,internal; lab,1,,4,,,,,
lab_computers,5103,chem,,internal; lab,,,5,,,,,baseHeight; freePlacing
lab_tank_human,5105,chem,,internal; lab,,,,1.2,,,,baseHeight; blocking
,,,,,,,,,,,,
// XHON ASSETS,,,,,,,,,,,,
Door_Wall,5003,base,,barriers,,,2,,,,,baseHeight
Pipe_Thin_Slope,5004,base,,pipes,,,2,,,,,baseHeight
Pipe_Slope,5005,base,,pipes,,,,,,,,baseHeight
Fence_Slope,5006,base,,slopes,1,0,2,1,,,,baseHeight
Pipe_Small_Broken,5012,base,,pipes,1,,3,,,,,baseHeight
Cable_Small_Corner,5019,base,,pipes,1,,4,,,,,baseHeight
Cable_Small_Straight_Long,5020,base,,pipes,1,,1,,,,,baseHeight
Cable_Small_Straight_End,5021,base,,pipes,1,,2,,,,,baseHeight
cable_small_straight_1,5022,base,,pipes,1,,1,,,,,baseHeight
cable_small_straight_2,5023,base,,pipes,1,,1,,,,,baseHeight
Gate_Hangar_Huge,5024,base,,space_station,8 1,6,2,,,,,baseHeight; blocking
Police_Car,5025,metro,,vehicles,1,,2,,,,,freeFacing; blocking
Barrel_Fire,5026,metro,,containers,1,,7,,,,,freeFacing; freePlacing; randomRotation
Trash,5027,base,,garbage,1,,6,,,,,freeFacing; freePlacing; randomRotation
Delivery_Van,5028,base,,vehicles,1,,1,,,,,blocking
Scaffolding,5029,metro,,construction,,,,,,,,baseHeight
Crane_Bottom,5030,metro,,construction,1,,1,1,,,,blocking; baseHeight
Crane_Middle,5031,metro,,construction,1,,1,1,,,,blocking; baseHeight
Crane_Top,5032,metro,,construction,1,,1,1,,,,blocking; baseHeight; freeFacing
Dumpsters_Open,5033,base,,containers; garbage,1,1,4,,,,,blocking; freeFacing
Car_Destroyed,5034,base,,destruction; vehicles,1,,3,,,,,blocking; freeFacing
Construction_Fence,5035,metro,,city; construction,1,,,,,,,freePlacing;
Fuel_Tanker,5036,metro,,vehicles,1,1,2,,,,,
Bridge_Straight,5038,metro,,road,2 4,,1,,,,,baseHeight
Bridge_Curve,5039,metro,,road,5 5 ,,1,,,,,baseHeight
Bridge_Curve_Long,5163,metro,,road,6 4,,2,,,,,baseHeight
Bridge_Raise,5041,metro,,road,2 2,,2,,,,,baseHeight
Bridge_Corner,5167,metro,,road,2 2 ,,1,,,,,baseHeight
Bridge_T_Cross,5042,metro,,road,4,,1,,,,,baseHeight
Bridge_Cross,5166,metro,,road,4,,1,,,,,baseHeight
Bridge_Diagonal,5043,metro,,road,4,,1,,,,,baseHeight
Bridge_Higher_Diagonal,5165,metro,,road,4,,1,,,,,baseHeight
Bridge_Straight_Diagonal,5164,metro,,road,4,,2,,,,,baseHeight
Bridge_Destroyed,5203,metro,,road,2 4,,1,,,,,baseHeight
Bridge_Support,5040,metro,,road,2 1,,2,,,,,baseHeight
Slum_House,5044,metro,,settlement,1,1,,,,,,blocking
Decal_Graffiti,5045,metro,, decals,1,,5,,,,,baseHeight; freeFacing; freePlacing
Billboard_Assets,5046,metro,,culture,,,9,,,,,baseHeight
Waiting_Booth,5047,metro,,city,,,4,,,,,blocking; baseHeight
Fire_Hydrant,5048,metro,,city,,,,0.75,,,,
Taxi,5049,metro,,vehicles,,,,,,,,blocking;
Delivery_Scooter,5050,metro,,vehicles,,,,,,,,blocking;
Neon_Sign,5051,metro,,culture,,,8,,,,,baseHeight
Portable_Toilet,5052,metro,,city; construction,,,,,,,,baseHeight; freePlacing;
City_Plant,5053,metro,,city,,,6,,,,,baseHeight
Skyscraper,5054,metro,,city,,,,,,,,baseHeight
Kiosk,5055,metro,,city,,1,,,,,,blocking; baseHeight
CementMixerTruck,5056,metro,,vehicles; construction,,,,,,,,baseHeight
Garbage_Truck,5058,metro,,vehicles; garbage,1,1,,,,,,blocking
OfficeWall,5059,metro,,internal,1,,6,,,,,
Black_Quad,5060,base,,internal,1,,1,,,,,isUndergroundBlackTop
Black_Quad_Vertical,5150,base,,internal,1,,1,,,,,isUndergroundBlackTop
Cell_Entrance,5061,metro,,internal,1,,1,,,,,
Cell_Entrance_Side,5062,metro,,internal,1,,1,,,,,
Building_Entrance,5063,metro,,city,1,,3,,,,,
Car_Barrier,5065,metro,,road; barriers,2 1,,2,,,,,
SkyScraper_B_Fill,5067,base,,rooftop,1,,2,,,,,baseHeight
Safety_Pole,5068,metro,,city,1,,3,,,,,freePlacing
Walking_Belt,5069,metro,,travel,1,,2,,,,,baseHeight
Airport_Belt,5070,metro,,travel,1,,2,,,,,baseHeight
Airport_Suitcase,5071,metro,,travel,1,,8,,,,,freePlacing; freeFacing
Airport_Suitcase_Belt,5072,metro,,travel,1,,8,,,,,freePlacing
Garbage_Terrain,5075,metro,,garbage,1,,2,,,,,bendOverTerrain; terrainObject
Garbage_Terrain_Small,5076,metro,,garbage,,,3,,,,,freePlacing; freeFacing; bendOverTerrain; terrainObject
Metal_Detector,5077,metro,,travel,,,1,,,,,
XRay_Scanner,5078,metro,,travel,,,2,,,,,
XRay_Scanner_Tray,5079,metro,,travel,,,,,,,,freePlacing;
Airport_Arrival_Screen,5080,metro,,travel,,,,,,,,freePlacing
Elevator,5081,metro,,rooftop,,,3,,,,,
Airport_Gate,5082,metro,,travel,,,2,,,,,
Slope_Skyscraper,5083,base,,slopes,,,2,,,,,baseHeight
Slope_Skyscraper_Side,5084,base,,slopes,,,8,,,,,baseHeight
Slope_Skyscraper_Top,5120,base,,rooftop,,,8,,,,,baseHeight
Clothes_Shop,5085,metro,,shopping,,,4,,,,,freePlacing
Clothes_Shop_Straight,5086,metro,,shopping,,,4,,,,,freePlacing
Store_Rack,5087,metro,,shopping,,,3,,,,,
Store_Rack_High,5088,metro,,shopping,,,3,,,,,
Cashier_Desk,5089,metro,,shopping,,,,,,,,
Metro_Entrance_New,5090,metro,,city,2,,1,,,Metro_Entrance_New,,blocking; baseHeight
Wrecking_Ball,5092,metro,,construction,2,2,,,,,,blocking; freeFacing
ShadowPlane_Broken,5093,metro,,internal,2,,,,,,,baseHeight
Bug_Vent,5094,base,,/,2,,,,,Bug_Vent 7.5,,baseHeight; noEditor
PD_Text,5095,metro,,city,,,2,,,,,
Fountain_Water,5096,metro,,city; culture,,,3,,,,,
Solar_Panel,5097,metro,,rooftop,,0,1,,,,,blocking; baseHeight
Solar_Panel_Slope,5173,metro,,rooftop ; slopes,,,1,,,,, baseHeight
Metro_Entrance_New_Broken,5098,metro,,travel; destruction,2,,1,,,Metro_Entrance_New,,blocking; baseHeight
FoodStand,5099,metro,,city,,1,,,,,,blocking; baseHeight
Construction_Office,5100,metro,,construction,1 2,1,,,,,,blocking; baseHeight
scifi_Cone,5101,metro,,road,,,,,,,,freePlacing; freeFacing
Road_Railing,5102,metro,,road; barriers,,,2,,,,,baseHeight
Road_Railing_Fill,5104,metro,,road; barriers,,,2,,,,,blocking; baseHeight
Outside_Cafe_Chair,5106,metro,,city,,,6,1.2,,,,freePlacing; freeFacing
Outside_Cafe_Table,5107,metro,,city,,,4,,,,,freePlacing; freeFacing
Outside_Cafe_Umbrella,5108,metro,,city,,,3,,,,,freePlacing; freeFacing
Outside_Cafe_Menu,5109,metro,,city,,,,,,,,freePlacing; freeFacing
Inside_Downstairs,5110,base,,internal,1 2,,,,,Downstairs,,baseHeight
File_Cabinet,5111,base,,internal,,,7,1.3,,,,freePlacing
Tanker_Corpse,5112,base,,carnage,1,,,,,,,freeFacing; freePlacing
Flight_Control_Tower,5113,metro,,travel,1,,,,,,,freeFacing; freePlacing
Satellite_Dish_Huge,5114,base,,base,,,,,,,,baseHeight
Passenger_Plane,5115,metro,,travel; vehicles,9 1,,,,,,,
Passenger_Plane_Destroyed,5169,metro,,travel; vehicles,9 1,,,,,,,
Passenger_Plane_Destroyed_Wing,5170,metro,,travel; vehicles,3 4,,,,,,,
Towing_Vehicle,5116,metro,,travel; vehicles,1 2,1,,,,,,
Towing_Vehicle_Attachment,5117,metro,,travel; vehicles,1,1,,,,,,freeFacing
Corpse_Body,5118,base,,carnage,,,,,,,,freeFacing; freePlacing
Corpse_Head,5119,base,,carnage,,,,,,,,freeFacing; freePlacing
Corpse_Leg,5125,base,,carnage,,,,,,,,freeFacing; freePlacing
Corpse_LowerBody,5121,base,,carnage,,,,,,,,freeFacing; freePlacing
Corpse_UpperBody,5122,base,,carnage,,,,,,,,freeFacing; freePlacing
Alphabet,5123,base,,Alphabet,1,,26,,,,,freePlacing; noEditor
Alphabet_A,5174,base,,Alphabet,,,,,,,,freePlacing
Alphabet_B,5175,base,,Alphabet,,,,,,,,freePlacing
Alphabet_C,5176,base,,Alphabet,,,,,,,,freePlacing
Alphabet_D,5177,base,,Alphabet,,,,,,,,freePlacing
Alphabet_E,5178,base,,Alphabet,,,,,,,,freePlacing
Alphabet_F,5179,base,,Alphabet,,,,,,,,freePlacing
Alphabet_G,5180,base,,Alphabet,,,,,,,,freePlacing
Alphabet_H,5181,base,,Alphabet,,,,,,,,freePlacing
Alphabet_I,5182,base,,Alphabet,,,,,,,,freePlacing
Alphabet_J,5183,base,,Alphabet,,,,,,,,freePlacing
Alphabet_K,5184,base,,Alphabet,,,,,,,,freePlacing
Alphabet_L,5185,base,,Alphabet,,,,,,,,freePlacing
Alphabet_M,5186,base,,Alphabet,,,,,,,,freePlacing
Alphabet_N,5187,base,,Alphabet,,,,,,,,freePlacing
Alphabet_O,5188,base,,Alphabet,,,,,,,,freePlacing
Alphabet_P,5189,base,,Alphabet,,,,,,,,freePlacing
Alphabet_Q,5190,base,,Alphabet,,,,,,,,freePlacing
Alphabet_R,5191,base,,Alphabet,,,,,,,,freePlacing
Alphabet_S,5192,base,,Alphabet,,,,,,,,freePlacing
Alphabet_T,5193,base,,Alphabet,,,,,,,,freePlacing
Alphabet_U,5194,base,,Alphabet,,,,,,,,freePlacing
Alphabet_V,5195,base,,Alphabet,,,,,,,,freePlacing
Alphabet_W,5196,base,,Alphabet,,,,,,,,freePlacing
Alphabet_X,5197,base,,Alphabet,,,,,,,,freePlacing
Alphabet_Y,5198,base,,Alphabet,,,,,,,,freePlacing
Alphabet_Z,5199,base,,Alphabet,,,,,,,,freePlacing
Text_Bars,5200,base,,Alphabet,,,,,,,,freePlacing
OfficeWall_E,5124,metro,,internal,1,,8,,,,,baseHeight
OfficeWall_E_Tops,5126,metro,,internal,1,,2,,,,,baseHeight; isUndergroundBlackTop
Office_Door,5127,metro,,internal,,,,,,,,baseHeight
Metro_Front,5128,metro,,rail; vehicles,1 5,,1,,,,,baseHeight
Metro_Wagon,5129,metro,,rail; vehicles,1 5,,1,,,,,baseHeight
Metro_Wagon_D01,5130,metro,,rail; vehicles,1,,1,,,,,baseHeight
Metro_Wagon_D02,5131,metro,,rail; vehicles,1 2,,1,,,,,baseHeight
support_column_base,5132,base,,internal,1,,,,,,,baseHeight; blocking
support_column_Loop,5133,base,,internal,1,,,,,,,baseHeight; blocking
Water_Flow,5134,base,,sewer,,,,,,,,freePlacing; baseHeight
Water_Flow_SewerPipe,5135,base,,sewer,,,,,,,,freePlacing; baseHeight
Water_Flow_Small,5136,base,,sewer,,,,,,,,freePlacing; baseHeight
Water_Drip,5137,base,,sewer,,,,,,,,freePlacing; baseHeight
Water_Drip_No_Collision,5138,base,,sewer,,,,,,,,freePlacing; baseHeight
Bridge_Base,5139,metro,,road, 4 1,,,,,,,baseHeight
Tile,5140,metro,,city; rooftop,1,,5,,,,,baseHeight
Sewer_Canal,5141,base,,sewer,1,,6,,,SewerCanal,,baseHeight
Container_Ship,5142,base,,vehicles,2 7 ,,3,,,,,
Swat_Van,5143,metro,,vehicles,,1,,,,,,blocking
Swat_Van_NoLight,5202,metro,,vehicles,,1,,,,,,blocking
Terrain_Tiles,5144,base,,rooftop; base,,,3,,,,,baseHeight
Glass_Window,5145,base,,rooftop; base,,,10,,,,,baseHeight
Searchlight,5156,base,,rooftop; base; light,,,3,,,,,freefacing
Water_Plane_NEW,5209,base,,water,,,,,,,enabled: true; offset: -1,baseHeight; useWaterTexture; requireSpecificRemove; isWater
Water_Plane_NoBlocking,5210,base,,water,,,,,,,enabled: true; offset: -1,baseHeight; useWaterTexture; requireSpecificRemove
Water_Plane,5091,base,,obsolete,1,,,,,,,baseHeight; isWater; useWaterTexture
Water_Plane_2,5158,base,,obsolete,2,,,1,,,,baseHeight; isWater; useWaterTexture
Water_Plane_3,5159,base,,obsolete,3,,,1,,,,baseHeight; isWater; useWaterTexture
Water_Plane_4,5160,base,,obsolete,4,,,1,,,,baseHeight; isWater; useWaterTexture
Water_Plane_6,5161,base,,obsolete,6,,,1,,,,baseHeight; isWater; useWaterTexture
Water_Plane_8,5162,base,,obsolete,8,,,1,,,,baseHeight; isWater; useWaterTexture
Water_Plane_10,5157,base,,obsolete,10,,,1,,,,baseHeight; isWater; useWaterTexture
Sewer_Pipe_Closed,5168,base,,sewer,,,,,,,,
Dead_Police,5201,metro,,carnage,,,3,,,,,freeFacing; freePlacing
Bus,5204,base,,vehicles,1 3,,,,,,,
Sewer_Wall_Piece,5205,base,,sewer,,,3,,,,,baseHeight; blocking
Sewer_Wall_Piece_Short,5206,base,,sewer,,,3,,,,,baseHeight; blocking
Water_Flow_Strong,5208,base,,sewer,,,,,,,,
Ambulance,5211,metro,,vehicles,1,1,2,,,,,blocking
,,,,,,,,,,,,
,,,,,,,,,,,,
Bush_01,6000,jungle,,jungle; plants,,,,,,,,freeFacing; freePlacing
Grass,6001,jungle,,jungle; plants,,,2,,,,,freeFacing; freePlacing; randomRotation;adjustChildrenToTerrain
Grass_Tall,5342,jungle,,jungle; plants,,,2,,,,,freeFacing; freePlacing; randomRotation;adjustChildrenToTerrain
Palm_Tree,6003,jungle,,jungle; plants,,,6,1 1.3,,,,freeFacing; freePlacing; randomRotation
Jungle_Fern,6004,jungle,,jungle; plants,,,12,0.9 1.3,,,,freeFacing; freePlacing; randomRotation
Waterfall_Start,6005,jungle,,water,,,,,,,,
Waterfall_Middle,6006,jungle,,water,,,,,,,,
Waterfall_Bottom,6007,jungle,,water,,,,,,,,
Floodfill_Blocker,139,base,,blockers; water,1,,,,,,,editorOnly; blockFloodfill
Water_Deep_Blocking,6065,jungle,,water,,,,,,,enabled: true; offset: -0.4,baseHeight; useWaterTexture; requireSpecificRemove; isWater
Water_Deep_NoBlocking,6066,jungle,,water,,,,,,,enabled: true; offset: -0.4,baseHeight; useWaterTexture; requireSpecificRemove
Shallow_Water_Plane,6008,jungle,,water,1,,,,,,,baseHeight; useWaterTexture
Shallow_Water_Plane_2,6009,jungle,,water,2,,,1,,,,baseHeight; useWaterTexture
Shallow_Water_Plane_3,6010,jungle,,water,3,,,1,,,,baseHeight; useWaterTexture
Shallow_Water_Plane_4,6011,jungle,,water,4,,,1,,,,baseHeight; useWaterTexture
Shallow_Water_Planel_Slope,6063,jungle,,water,,,,,,,,baseHeight; useWaterTexture
Shallow_Water_Planel_Slope_FX,6064,jungle,,water,,,,,,,,baseHeight; useWaterTexture
Jungle_Rocks,6012,jungle,,jungle; rocks,,,6,,,,,freeFacing; freePlacing; randomRotation
Palm_Tree_Trunk,6013,jungle,,jungle; destruction; plants,,,10,,,,,freeFacing; freePlacing
Charcoal_Burn,6014,jungle,,jungle; destruction; plants,,,,,,,,freeFacing; freePlacing; randomRotation
Jungle_Wall,6015,jungle,,jungle; barriers,,1,6,,,,,blocking; baseHeight
Underground_Rock,6016,jungle,,jungle; rocks,,,6,,,,,freeFacing; freePlacing
Underground_Rock_BlackTop,6017,jungle,,jungle; rocks,,,6,,,,,freeFacing; freePlacing
Underground_Rocks_Medium,6018,jungle,,jungle; rocks,,,6,,,,,freeFacing; freePlacing
Underground_Pebble,6019,jungle,,jungle; rocks,,,6,,,,,freeFacing; freePlacing;randomRotation
Vines,6020,jungle,,jungle; plants,,,5,,,,,freeFacing; freePlacing
Jungle_Rock_Small,6021,jungle,,jungle; rocks,,,5,,,,,freeFacing; freePlacing;randomRotation
Flowers_Tiny,6022,jungle,,jungle; plants,,,,,,,,freeFacing; freePlacing
Flowers_Plane,6023,jungle,,jungle; plants,,,2,,,,,freeFacing; freePlacing
Flower_Medium,6024,jungle,,jungle; plants,,,,,,,,freeFacing; freePlacing
Mining_Truck,6025,jungle,,vehicles,3,,3,,,,,blocking
House_Jungle,6026,jungle,,jungle;settlement,2,1,2,,,,,blocking
House_Jungle_Tall,6027,jungle,,jungle;settlement,2,2,2,,,,,blocking
Jungle_Settler_House_Fill,6028,jungle,,jungle;settlement,,,,,,,,
Jungle_Settler_House_Piece,6029,jungle,,jungle;settlement,,,15,,,,,freePlacing
Palm_Tree_Trunk_Stack,6030,jungle,,jungle; plants,1 2 ,,3,,,,,blocking; baseHeight
Truck_Trees,6031,jungle,,jungle;vehicles,1 2,,,,,,,blocking
Vault_Room_Door,6032,jungle,,jungle,,,,,,,,
,,,,,,,,,,,,
Forklift,6035,base,,settlement; vehicles,1,,2,,,,,blocking
,,,,,,,,,,,,
,,,,,,,,,,,,
Beach_Ball,6036,base,,beach,,,,,,,,freeFacing; freePlacing
Beach_Bed,6037,base,,beach,,,,,,,,
Beach_Planks,6038,base,,beach,,,3,,,,,terrainObject; adjustChildrenToTerrain;bendOverTerrain
Beach_Poles,6039,base,,beach,,,2,,,,,
Beach_Sign_Big,6040,base,,beach,3 1,,,,,,,
Beach_Towel,6041,base,,beach,,,3,,15,,,freeFacing; freePlacing; bendOverTerrain
Beach_Umbrella,6042,base,,beach,,,,,,,,freeFacing; freePlacing; randomRotation
Beach_Warning_Sign,6043,base,,beach,,,,,,,,freeFacing; freePlacing
Wind_Check,6044,base,,beach,,,,,,,,freeFacing; freePlacing
Beach_Tower,6045,base,,beach,2 1,,,,,,,blocking
Beach_cabin,6046,base,,beach,1,,,0.8,,,,blocking
,,,,,,,,,,,,
,,,,,,,,,,,,
Chainsaw_Mech_Destroyed,6047,jungle,,vehicles; destruction,1 2,,2,,,,,
,,,,,,,,,,,,
Sledgehammer_Parked,6048,base,,vehicles,1,,,,,,,blocking
Cyclone_Parked,6049,base,,vehicles,1,,,,,,,blocking
M6_Jaeger_Parked,6050,base,,vehicles,1,,,,,,,blocking
Container_New_Blue,6051,base,,containers,1 2,1,5,,,,,blocking
Container_New_Yellow,6052,base,,containers,1 2,1,5,,,,,blocking
Container_New_Red,6053,base,,containers,1 2,1,5,,,,,blocking
Truck_Container,6054,base,,containers; vehicles,1 2,1,3,,,,,blocking
,,,,,,,,,,,,
,,,,,,,,,,,,
American_Football_Goal,6055,base,,sports,,,,,,,,
Basketball_Hoop,6056,base,,sports,,,,,,,,
Football_Goal,6057,base,,sports,,,,,,,,
Tennis_Net,6058,base,,sports,,,2,,,,,
Football  ,6059,base,,sports,,,,,,,,freeFacing; freePlacing
Basketball  ,6060,base,,sports,,,,,,,,freeFacing; freePlacing
American_Football ,6061,base,,sports,,,,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
// FROST DECORATIONS,,,,,,,,,,,,
Pine_Tree,7000,,FrostDLC,frost,,,,,,,,freeFacing; freePlacing;randomRotation
Ice_Cone,7001,,FrostDLC,frost,,,3,,,,,freeFacing; freePlacing;randomRotation
Rock_Snow,7002,,FrostDLC,frost,,,6,,,,,freeFacing; freePlacing
Frost_Rock_Small,7003,,FrostDLC,frost,,,3,,,,,freeFacing; freePlacing
Train_Front,7004,,FrostDLC,frost,5 2,,,,,,,blocking
Pillar_Top,7005,,FrostDLC,frost,,,,,,,,
Pillar_Middle,7006,,FrostDLC,frost,,,,,,,,
Pillar_Bottom,7007,,FrostDLC,frost,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
// CHEMICAL DECORATIONS,,,,,,,,,,,,
Chemical_Rock_Big,8000,chem,,chemical,,,5,,,,,freeFacing; freePlacing;blocking; baseHeight;terrainObject
Chemical_Rock_Medium,8001,chem,,chemical,,,4,,,,,freeFacing; freePlacing;terrainObject
Chemical_Rock_Small,8002,chem,,chemical,,,5,,,,,freeFacing; freePlacing;randomRotation
Chemical_Barrel,8003,chem,,chemical,,,5,,,,,freeFacing; freePlacing;randomRotation
Chemical_Barrels_Slope,8026,chem,,chemical,,,4,,,,,terrainObject; adjustChildrenToTerrain
Chemical_Barrels_1x1,8022,chem,,containers; chemical,,,,,,,,freeFacing; freePlacing ;blocking
Chemical_Barrels_1x2,8023,chem,,containers; chemical,,,,,,,,freeFacing; freePlacing ;blocking
Chemical_Barrels_2x2,8024,chem,,containers; chemical,,,,,,,,freeFacing; freePlacing ;blocking
Decal_Acid_Pool,8025,chem,, decals; chemical,,,,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
Poison_Gas_Local,8006,chem,,chemical,,,,,,,,freeFacing; freePlacing
Jail_Bars_Base,8007,chem,,chemical,,,,,,,,
Jail_Bars_Middle,8008,chem,,chemical,,,,,,,,
Jail_Bars_Middle_Light,8009,chem,,chemical,,,,,,,,
Bug_Cage,8010,base,,chemical,,,5,,,,,
Gas_Cloud,8011,chem,,chemical,,,,,,,enabled: true; emissionPerVertex: 0.02,requireSpecificRemove
Gas_Cloud_Green,9036,chem,,chemical,,,,,,,enabled: true; emissionPerVertex: 0.02,requireSpecificRemove
Gas_Plane_NoBlocking,9037,chem,,chemical,,,,,,,enabled: true,requireSpecificRemove
Roku_San_Wall,8012,base,,barriers,,,5,,,,,blocking; baseHeight
Truck_Flatbed,8013,base,,vehicles,1,1,,,,,,blocking
Cargo_Ship_Crashed,8014,lava,,destruction,,,,,,,,
,,,,,,,,,,,,
Chemical_FuelTank,8015,chem,,vehicles; chemical,1,,2,,,,,freePlacing; blocking
Chemical_Truck,8016,chem,,vehicles; chemical,,,2,,,,,blocking
Chemical_Truck_Damaged,8027,chem,,vehicles; chemical,,,,,,,,blocking
Damaged_Streetlight,8017,chem,,carnage,,,4,,,,,
,,,,,,,,,,,,
Decayed_Corpse_Warrior,8019,chem,,carnage,,,6,,,,,freeFacing; freePlacing
,,,,,,,,,,,,
,,,,,,,,,,,,
Road_Cross_Diagonal_Damaged,9004,chem,,road,4,,1,,,,,bendOverTerrain; terrainObject
Road_T_Cross_Diagonal_Damaged,9005,chem,,road,4,,1,,,,,bendOverTerrain; terrainObject
Road_Diagonal_Short_Damaged,9006,chem,,road,3,,1,,,,,bendOverTerrain; terrainObject
